ID,Название трека,ID альбома,ID жанра,Длительность,Размер,Стоимость,исполнитель
2211,Rearviewmirror,182,1,284186,9321053,"167,00",Pearl Jam
2212,Rats,182,1,255425,8341934,"111,00",Pearl Jam
2213,Elderly Woman Behind The Counter In A Small Town,182,1,196336,6499398,"76,00",Pearl Jam
2214,Leash,182,1,189257,6191560,"173,00",Pearl Jam
2215,Indifference,182,1,302053,9756133,"59,00",Pearl Jam
2216,Johnny B. Goode,141,8,243200,8092024,"134,00",Lenny Kravitz
2217,Don't Look Back,141,8,221100,7344023,"173,00",Lenny Kravitz
2218,Jah Seh No,141,8,276871,9134476,"170,00",Lenny Kravitz
2219,I'm The Toughest,141,8,230191,7657594,"156,00",Lenny Kravitz
2220,Nothing But Love,141,8,221570,7335228,"155,00",Lenny Kravitz
2221,Buk-In-Hamm Palace,141,8,265665,8964369,"147,00",Lenny Kravitz
2222,Bush Doctor,141,8,239751,7942299,"132,00",Lenny Kravitz
2223,Wanted Dread And Alive,141,8,260310,8670933,"100,00",Lenny Kravitz
2224,Mystic Man,141,8,353671,11812170,"93,00",Lenny Kravitz
2225,Coming In Hot,141,8,213054,7109414,"71,00",Lenny Kravitz
2226,Pick Myself Up,141,8,234684,7788255,"180,00",Lenny Kravitz
2227,Crystal Ball,141,8,309733,10319296,"110,00",Lenny Kravitz
2228,Equal Rights Downpresser Man,141,8,366733,12086524,"172,00",Lenny Kravitz
2229,Speak To Me/Breathe,183,1,234213,7631305,"71,00",Pink Floyd
2230,On The Run,183,1,214595,7206300,"178,00",Pink Floyd
2231,Time,183,1,425195,13955426,"101,00",Pink Floyd
2232,The Great Gig In The Sky,183,1,284055,9147563,"126,00",Pink Floyd
2233,Money,183,1,391888,12930070,"95,00",Pink Floyd
2234,Us And Them,183,1,461035,15000299,"98,00",Pink Floyd
2235,Any Colour You Like,183,1,205740,6707989,"196,00",Pink Floyd
2236,Brain Damage,183,1,230556,7497655,"111,00",Pink Floyd
2237,Eclipse,183,1,125361,4065299,"100,00",Pink Floyd
2238,ZeroVinteUm,184,17,315637,10426550,"147,00",Planet Hemp
2239,Queimando Tudo,184,17,172591,5723677,"99,00",Planet Hemp
2240,Hip Hop Rio,184,17,151536,4991935,"188,00",Planet Hemp
2241,Bossa,184,17,29048,967098,"140,00",Planet Hemp
2242,100% HardCore,184,17,165146,5407744,"198,00",Planet Hemp
2243,Biruta,184,17,213263,7108200,"162,00",Planet Hemp
2244,MГЈo Na CabeГ§a,184,17,202631,6642753,"167,00",Planet Hemp
2245,O Bicho TГЎ Pregando,184,17,171964,5683369,"126,00",Planet Hemp
2246,Adoled (Ocean),184,17,185103,6009946,"68,00",Planet Hemp
2247,Seus Amigos,184,17,100858,3304738,"145,00",Planet Hemp
2248,Paga Pau,184,17,197485,6529041,"134,00",Planet Hemp
2249,Rappers Reais,184,17,202004,6684160,"144,00",Planet Hemp
2250,Nega Do Cabelo Duro,184,17,121808,4116536,"163,00",Planet Hemp
2251,Hemp Family,184,17,205923,6806900,"111,00",Planet Hemp
2252,Quem Me Cobrou?,184,17,121704,3947664,"88,00",Planet Hemp
2253,Se Liga,184,17,410409,13559173,"196,00",Planet Hemp
2254,Bohemian Rhapsody,185,1,358948,11619868,"129,00",Queen
2255,Another One Bites The Dust,185,1,216946,7172355,"179,00",Queen
2256,Killer Queen,185,1,182099,5967749,"181,00",Queen
2257,Fat Bottomed Girls,185,1,204695,6630041,"83,00",Queen
2258,Bicycle Race,185,1,183823,6012409,"77,00",Queen
2259,You're My Best Friend,185,1,172225,5602173,"144,00",Queen
2260,Don't Stop Me Now,185,1,211826,6896666,"186,00",Queen
2261,Save Me,185,1,228832,7444624,"136,00",Queen
2262,Crazy Little Thing Called Love,185,1,164231,5435501,"108,00",Queen
2263,Somebody To Love,185,1,297351,9650520,"144,00",Queen
2264,Now I'm Here,185,1,255346,8328312,"174,00",Queen
2265,Good Old-Fashioned Lover Boy,185,1,175960,5747506,"107,00",Queen
2266,Play The Game,185,1,213368,6915832,"107,00",Queen
2267,Flash,185,1,168489,5464986,"120,00",Queen
2268,Seven Seas Of Rhye,185,1,170553,5539957,"138,00",Queen
2269,We Will Rock You,185,1,122880,4026955,"92,00",Queen
2270,We Are The Champions,185,1,180950,5880231,"81,00",Queen
2271,We Will Rock You,186,1,122671,4026815,"101,00",Queen
2272,We Are The Champions,186,1,182883,5939794,"183,00",Queen
2273,Sheer Heart Attack,186,1,207386,6642685,"103,00",Queen
2274,"All Dead, All Dead",186,1,190119,6144878,"111,00",Queen
2275,Spread Your Wings,186,1,275356,8936992,"67,00",Queen
2276,Fight From The Inside,186,1,184737,6078001,"69,00",Queen
2277,"Get Down, Make Love",186,1,231235,7509333,"106,00",Queen
2278,Sleep On The Sidewalk,186,1,187428,6099840,"54,00",Queen
2279,Who Needs You,186,1,186958,6292969,"95,00",Queen
2280,It's Late,186,1,386194,12519388,"161,00",Queen
2281,My Melancholy Blues,186,1,206471,6691838,"87,00",Queen
2282,Shiny Happy People,187,4,226298,7475323,"74,00",R.E.M. Feat. Kate Pearson
2283,Me In Honey,187,4,246674,8194751,"157,00",R.E.M. Feat. Kate Pearson
2284,Radio Song,187,4,255477,8421172,"77,00",R.E.M. Feat. Kate Pearson
2285,Pop Song 89,188,4,185730,6132218,"189,00",R.E.M.
2286,Get Up,188,4,160235,5264376,"161,00",R.E.M.
2287,You Are The Everything,188,4,226298,7373181,"174,00",R.E.M.
2288,Stand,188,4,192862,6349090,"95,00",R.E.M.
2289,World Leader Pretend,188,4,259761,8537282,"59,00",R.E.M.
2290,The Wrong Child,188,4,216633,7065060,"129,00",R.E.M.
2291,Orange Crush,188,4,231706,7742894,"176,00",R.E.M.
2292,Turn You Inside-Out,188,4,257358,8395671,"196,00",R.E.M.
2293,Hairshirt,188,4,235911,7753807,"122,00",R.E.M.
2294,I Remember California,188,4,304013,9950311,"153,00",R.E.M.
2295,Untitled,188,4,191503,6332426,"130,00",R.E.M.
2296,How The West Was Won And Where It Got Us,189,1,271151,8994291,"102,00",R.E.M.
2297,The Wake-Up Bomb,189,1,308532,10077337,"154,00",R.E.M.
2298,New Test Leper,189,1,326791,10866447,"138,00",R.E.M.
2299,Undertow,189,1,309498,10131005,"159,00",R.E.M.
2300,E-Bow The Letter,189,1,324963,10714576,"101,00",R.E.M.
2301,Leave,189,1,437968,14433365,"115,00",R.E.M.
2302,Departure,189,1,209423,6818425,"89,00",R.E.M.
2303,Bittersweet Me,189,1,245812,8114718,"183,00",R.E.M.
2304,Be Mine,189,1,333087,10790541,"61,00",R.E.M.
2305,Binky The Doormat,189,1,301688,9950320,"165,00",R.E.M.
2306,Zither,189,1,154148,5032962,"187,00",R.E.M.
2307,"So Fast, So Numb",189,1,252682,8341223,"180,00",R.E.M.
2308,Low Desert,189,1,212062,6989288,"63,00",R.E.M.
2309,Electrolite,189,1,245315,8051199,"92,00",R.E.M.
2310,Losing My Religion,187,4,269035,8885672,"140,00",R.E.M. Feat. Kate Pearson
2311,Low,187,4,296777,9633860,"111,00",R.E.M. Feat. Kate Pearson
2312,Near Wild Heaven,187,4,199862,6610009,"79,00",R.E.M. Feat. Kate Pearson
2313,Endgame,187,4,230687,7664479,"126,00",R.E.M. Feat. Kate Pearson
2314,Belong,187,4,247013,8219375,"193,00",R.E.M. Feat. Kate Pearson
2315,Half A World Away,187,4,208431,6837283,"117,00",R.E.M. Feat. Kate Pearson
2316,Texarkana,187,4,220081,7260681,"80,00",R.E.M. Feat. Kate Pearson
2317,Country Feedback,187,4,249782,8178943,"149,00",R.E.M. Feat. Kate Pearson
2318,Carnival Of Sorts,190,4,233482,7669658,"126,00",R.E.M.
2319,Radio Free Aurope,190,4,245315,8163490,"190,00",R.E.M.
2320,Perfect Circle,190,4,208509,6898067,"143,00",R.E.M.
2321,Talk About The Passion,190,4,203206,6725435,"143,00",R.E.M.
2322,So Central Rain,190,4,194768,6414550,"166,00",R.E.M.
2323,Don't Go Back To Rockville,190,4,272352,9010715,"120,00",R.E.M.
2324,Pretty Persuasion,190,4,229929,7577754,"79,00",R.E.M.
2325,Green Grow The Rushes,190,4,225671,7422425,"55,00",R.E.M.
2326,Can't Get There From Here,190,4,220630,7285936,"121,00",R.E.M.
2327,Driver 8,190,4,204747,6779076,"128,00",R.E.M.
2328,Fall On Me,190,4,172016,5676811,"159,00",R.E.M.
2329,I Believe,190,4,227709,7542929,"54,00",R.E.M.
2330,Cuyahoga,190,4,260623,8591057,"140,00",R.E.M.
2331,The One I Love,190,4,197355,6495125,"133,00",R.E.M.
2332,The Finest Worksong,190,4,229276,7574856,"70,00",R.E.M.
2333,It's The End Of The World As We Know It (And I Feel Fine),190,4,244819,7998987,"107,00",R.E.M.
2334,Infeliz Natal,191,4,138266,4503299,"63,00",Raimundos
2335,A Sua,191,4,142132,4622064,"54,00",Raimundos
2336,Papeau Nuky Doe,191,4,121652,3995022,"155,00",Raimundos
2337,Merry Christmas,191,4,126040,4166652,"189,00",Raimundos
2338,Bodies,191,4,180035,5873778,"108,00",Raimundos
2339,Puteiro Em JoГЈo Pessoa,191,4,195578,6395490,"186,00",Raimundos
2340,Esporrei Na Manivela,191,4,293276,9618499,"92,00",Raimundos
2341,BГЄ-a-BГЎ,191,4,249051,8130636,"118,00",Raimundos
2342,Cajueiro,191,4,158589,5164837,"105,00",Raimundos
2343,Palhas Do Coqueiro,191,4,133851,4396466,"96,00",Raimundos
2344,Maluco Beleza,192,1,203206,6628067,"150,00",Raul Seixas
2345,O Dia Em Que A Terra Parou,192,1,261720,8586678,"197,00",Raul Seixas
2346,No Fundo Do Quintal Da Escola,192,1,177606,5836953,"84,00",Raul Seixas
2347,O Segredo Do Universo,192,1,192679,6315187,"177,00",Raul Seixas
2348,As Profecias,192,1,232515,7657732,"87,00",Raul Seixas
2349,Mata Virgem,192,1,142602,4690029,"192,00",Raul Seixas
2350,Sapato 36,192,1,196702,6507301,"93,00",Raul Seixas
2351,Todo Mundo Explica,192,1,134896,4449772,"183,00",Raul Seixas
2352,Que Luz Г‰ Essa,192,1,165067,5620058,"105,00",Raul Seixas
2353,Diamante De Mendigo,192,1,206053,6775101,"149,00",Raul Seixas
2354,NegГіcio Г‰,192,1,175464,5826775,"198,00",Raul Seixas
2355,"Muita Estrela, Pouca ConstelaГ§ГЈo",192,1,268068,8781021,"167,00",Raul Seixas
2356,SГ©culo XXI,192,1,244897,8040563,"113,00",Raul Seixas
2357,Rock Das Aranhas (Ao Vivo) (Live),192,1,231836,7591945,"179,00",Raul Seixas
2358,The Power Of Equality,193,4,243591,8148266,"113,00",Red Hot Chili Peppers
2359,If You Have To Ask,193,4,216790,7199175,"54,00",Red Hot Chili Peppers
2360,Breaking The Girl,193,4,295497,9805526,"137,00",Red Hot Chili Peppers
2361,Funky Monks,193,4,323395,10708168,"143,00",Red Hot Chili Peppers
2362,Suck My Kiss,193,4,217234,7129137,"166,00",Red Hot Chili Peppers
2363,I Could Have Lied,193,4,244506,8088244,"141,00",Red Hot Chili Peppers
2364,Mellowship Slinky In B Major,193,4,240091,7971384,"140,00",Red Hot Chili Peppers
2365,The Righteous & The Wicked,193,4,248084,8134096,"101,00",Red Hot Chili Peppers
2366,Give It Away,193,4,283010,9308997,"144,00",Red Hot Chili Peppers
2367,Blood Sugar Sex Magik,193,4,271229,8940573,"162,00",Red Hot Chili Peppers
2368,Under The Bridge,193,4,264359,8682716,"143,00",Red Hot Chili Peppers
2369,Naked In The Rain,193,4,265717,8724674,"59,00",Red Hot Chili Peppers
2370,Apache Rose Peacock,193,4,282226,9312588,"154,00",Red Hot Chili Peppers
2371,The Greeting Song,193,4,193593,6346507,"70,00",Red Hot Chili Peppers
2372,My Lovely Man,193,4,279118,9220114,"115,00",Red Hot Chili Peppers
2373,Sir Psycho Sexy,193,4,496692,16354362,"99,00",Red Hot Chili Peppers
2374,They're Red Hot,193,4,71941,2382220,"90,00",Red Hot Chili Peppers
2375,By The Way,194,1,218017,7197430,"136,00",Red Hot Chili Peppers
2376,Universally Speaking,194,1,259213,8501904,"72,00",Red Hot Chili Peppers
2377,This Is The Place,194,1,257906,8469765,"69,00",Red Hot Chili Peppers
2378,Dosed,194,1,312058,10235611,"105,00",Red Hot Chili Peppers
2379,Don't Forget Me,194,1,277995,9107071,"175,00",Red Hot Chili Peppers
2380,The Zephyr Song,194,1,232960,7690312,"190,00",Red Hot Chili Peppers
2381,Can't Stop,194,1,269400,8872479,"130,00",Red Hot Chili Peppers
2382,I Could Die For You,194,1,193906,6333311,"55,00",Red Hot Chili Peppers
2383,Midnight,194,1,295810,9702450,"121,00",Red Hot Chili Peppers
2384,Throw Away Your Television,194,1,224574,7483526,"99,00",Red Hot Chili Peppers
2385,Cabron,194,1,218592,7458864,"110,00",Red Hot Chili Peppers
2386,Tear,194,1,317413,10395500,"132,00",Red Hot Chili Peppers
2387,On Mercury,194,1,208509,6834762,"136,00",Red Hot Chili Peppers
2388,Minor Thing,194,1,217835,7148115,"178,00",Red Hot Chili Peppers
2389,Warm Tape,194,1,256653,8358200,"125,00",Red Hot Chili Peppers
2390,Venice Queen,194,1,369110,12280381,"187,00",Red Hot Chili Peppers
2391,Around The World,195,1,238837,7859167,"153,00",Red Hot Chili Peppers
2392,Parallel Universe,195,1,270654,8958519,"135,00",Red Hot Chili Peppers
2393,Scar Tissue,195,1,217469,7153744,"200,00",Red Hot Chili Peppers
2394,Otherside,195,1,255973,8357989,"110,00",Red Hot Chili Peppers
2395,Get On Top,195,1,198164,6587883,"124,00",Red Hot Chili Peppers
2396,Californication,195,1,321671,10568999,"51,00",Red Hot Chili Peppers
2397,Easily,195,1,231418,7504534,"53,00",Red Hot Chili Peppers
2398,Porcelain,195,1,163787,5278793,"86,00",Red Hot Chili Peppers
2399,Emit Remmus,195,1,240300,7901717,"149,00",Red Hot Chili Peppers
2400,I Like Dirt,195,1,157727,5225917,"95,00",Red Hot Chili Peppers
2401,This Velvet Glove,195,1,225280,7480537,"175,00",Red Hot Chili Peppers
2402,Savior,195,1,292493,9551885,"191,00",Red Hot Chili Peppers
2403,Purple Stain,195,1,253440,8359971,"159,00",Red Hot Chili Peppers
2404,Right On Time,195,1,112613,3722219,"115,00",Red Hot Chili Peppers
2405,Road Trippin',195,1,205635,6685831,"108,00",Red Hot Chili Peppers
2406,The Spirit Of Radio,196,1,299154,9862012,"151,00",Rush
2407,The Trees,196,1,285126,9345473,"149,00",Rush
2408,Something For Nothing,196,1,240770,7898395,"135,00",Rush
2409,Freewill,196,1,324362,10694110,"136,00",Rush
2410,Xanadu,196,1,667428,21753168,"97,00",Rush
2411,Bastille Day,196,1,280528,9264769,"115,00",Rush
2412,By-Tor And The Snow Dog,196,1,519888,17076397,"184,00",Rush
2413,Anthem,196,1,264515,8693343,"102,00",Rush
2414,Closer To The Heart,196,1,175412,5767005,"198,00",Rush
2415,2112 Overture,196,1,272718,8898066,"100,00",Rush
2416,The Temples Of Syrinx,196,1,133459,4360163,"116,00",Rush
2417,La Villa Strangiato,196,1,577488,19137855,"144,00",Rush
2418,Fly By Night,196,1,202318,6683061,"130,00",Rush
2419,Finding My Way,196,1,305528,9985701,"82,00",Rush
2420,Jingo,197,1,592953,19736495,"120,00",Santana
2421,El Corazon Manda,197,1,713534,23519583,"150,00",Santana
2422,La Puesta Del Sol,197,1,628062,20614621,"127,00",Santana
2423,Persuasion,197,1,318432,10354751,"118,00",Santana
2424,As The Years Go by,197,1,233064,7566829,"52,00",Santana
2425,Soul Sacrifice,197,1,296437,9801120,"175,00",Santana
2426,Fried Neckbones And Home Fries,197,1,638563,20939646,"107,00",Santana
2427,Santana Jam,197,1,882834,29207100,"151,00",Santana
2428,Evil Ways,198,1,475402,15289235,"141,00",Santana
2429,We've Got To Get Together/Jingo,198,1,1070027,34618222,"85,00",Santana
2430,Rock Me,198,1,94720,3037596,"139,00",Santana
2431,Just Ain't Good Enough,198,1,850259,27489067,"146,00",Santana
2432,Funky Piano,198,1,934791,30200730,"94,00",Santana
2433,The Way You Do To Mer,198,1,618344,20028702,"75,00",Santana
2434,Holding Back The Years,141,1,270053,8833220,"117,00",Lenny Kravitz
2435,Money's Too Tight To Mention,141,1,268408,8861921,"193,00",Lenny Kravitz
2436,The Right Thing,141,1,262687,8624063,"193,00",Lenny Kravitz
2437,It's Only Love,141,1,232594,7659017,"157,00",Lenny Kravitz
2438,A New Flame,141,1,237662,7822875,"160,00",Lenny Kravitz
2439,You've Got It,141,1,235232,7712845,"163,00",Lenny Kravitz
2440,If You Don't Know Me By Now,141,1,206524,6712634,"67,00",Lenny Kravitz
2441,Stars,141,1,248137,8194906,"79,00",Lenny Kravitz
2442,Something Got Me Started,141,1,239595,7997139,"183,00",Lenny Kravitz
2443,Thrill Me,141,1,303934,10034711,"63,00",Lenny Kravitz
2444,Your Mirror,141,1,240666,7893821,"116,00",Lenny Kravitz
2445,For Your Babies,141,1,256992,8408803,"131,00",Lenny Kravitz
2446,So Beautiful,141,1,298083,9837832,"149,00",Lenny Kravitz
2447,Angel,141,1,240561,7880256,"92,00",Lenny Kravitz
2448,Fairground,141,1,263888,8793094,"128,00",Lenny Kravitz
2449,ГЃgua E Fogo,199,1,278987,9272272,"56,00",Skank
2450,TrГЄs Lados,199,1,233665,7699609,"61,00",Skank
2451,Ela Desapareceu,199,1,250122,8289200,"86,00",Skank
2452,Balada Do Amor InabalГЎvel,199,1,240613,8025816,"71,00",Skank
2453,CanГ§ГЈo Noturna,199,1,238628,7874774,"68,00",Skank
2454,MuГ§ulmano,199,1,249600,8270613,"167,00",Skank
2455,Maquinarama,199,1,245629,8213710,"163,00",Skank
2456,RebeliГЈo,199,1,298527,9817847,"85,00",Skank
2457,A Гљltima Guerra,199,1,314723,10480391,"136,00",Skank
2458,Fica,199,1,272169,8980972,"200,00",Skank
2459,Ali,199,1,306390,10110351,"196,00",Skank
2460,Preto DamiГЈo,199,1,264568,8697658,"187,00",Skank
2461,Г‰ Uma Partida De Futebol,200,1,1071,38747,"165,00",Skank
2462,Eu Disse A Ela,200,1,254223,8479463,"142,00",Skank
2463,ZГ© Trindade,200,1,247954,8331310,"188,00",Skank
2464,Garota Nacional,200,1,317492,10511239,"161,00",Skank
2465,TГЈo Seu,200,1,243748,8133126,"63,00",Skank
2466,Sem Terra,200,1,279353,9196411,"187,00",Skank
2467,Os Exilados,200,1,245551,8222095,"62,00",Skank
2468,Um Dia Qualquer,200,1,292414,9805570,"62,00",Skank
2469,Los Pretos,200,1,239229,8025667,"50,00",Skank
2470,Sul Da AmГ©rica,200,1,254928,8484871,"80,00",Skank
2471,PoconГ©,200,1,318406,10771610,"186,00",Skank
2472,Lucky 13,201,4,189387,6200617,"84,00",Smashing Pumpkins
2473,Aeroplane Flies High,201,4,473391,15408329,"128,00",Smashing Pumpkins
2474,Because You Are,201,4,226403,7405137,"70,00",Smashing Pumpkins
2475,Slow Dawn,201,4,192339,6269057,"139,00",Smashing Pumpkins
2476,Believe,201,4,192940,6320652,"116,00",Smashing Pumpkins
2477,My Mistake,201,4,240901,7843477,"176,00",Smashing Pumpkins
2478,Marquis In Spades,201,4,192731,6304789,"118,00",Smashing Pumpkins
2479,Here's To The Atom Bomb,201,4,266893,8763140,"126,00",Smashing Pumpkins
2480,Sparrow,201,4,176822,5696989,"130,00",Smashing Pumpkins
2481,Waiting,201,4,228336,7627641,"86,00",Smashing Pumpkins
2482,Saturnine,201,4,229877,7523502,"163,00",Smashing Pumpkins
2483,Rock On,201,4,366471,12133825,"188,00",Smashing Pumpkins
2484,Set The Ray To Jerry,201,4,249364,8215184,"105,00",Smashing Pumpkins
2485,Winterlong,201,4,299389,9670616,"112,00",Smashing Pumpkins
2486,Soot & Stars,201,4,399986,12866557,"129,00",Smashing Pumpkins
2487,Blissed & Gone,201,4,286302,9305998,"50,00",Smashing Pumpkins
2488,Siva,202,4,261172,8576622,"81,00",Smashing Pumpkins
2489,Rhinocerous,202,4,353462,11526684,"198,00",Smashing Pumpkins
2490,Drown,202,4,270497,8883496,"147,00",Smashing Pumpkins
2491,Cherub Rock,202,4,299389,9786739,"50,00",Smashing Pumpkins
2492,Today,202,4,202213,6596933,"198,00",Smashing Pumpkins
2493,Disarm,202,4,198556,6508249,"185,00",Smashing Pumpkins
2494,Landslide,202,4,190275,6187754,"97,00",Smashing Pumpkins
2495,Bullet With Butterfly Wings,202,4,257306,8431747,"87,00",Smashing Pumpkins
2496,1979,202,4,263653,8728470,"149,00",Smashing Pumpkins
2497,Zero,202,4,161123,5267176,"68,00",Smashing Pumpkins
2498,"Tonight, Tonight",202,4,255686,8351543,"50,00",Smashing Pumpkins
2499,Eye,202,4,294530,9784201,"72,00",Smashing Pumpkins
2500,Ava Adore,202,4,261433,8590412,"125,00",Smashing Pumpkins
2501,Perfect,202,4,203023,6734636,"87,00",Smashing Pumpkins
2502,The Everlasting Gaze,202,4,242155,7844404,"99,00",Smashing Pumpkins
2503,Stand Inside Your Love,202,4,253753,8270113,"71,00",Smashing Pumpkins
2504,Real Love,202,4,250697,8025896,"155,00",Smashing Pumpkins
2505,[Untitled],202,4,231784,7689713,"189,00",Smashing Pumpkins
2506,Nothing To Say,203,1,238027,7744833,"61,00",Soundgarden
2507,Flower,203,1,208822,6830732,"163,00",Soundgarden
2508,Loud Love,203,1,297456,9660953,"86,00",Soundgarden
2509,Hands All Over,203,1,362475,11893108,"69,00",Soundgarden
2510,Get On The Snake,203,1,225123,7313744,"137,00",Soundgarden
2511,Jesus Christ Pose,203,1,352966,11739886,"93,00",Soundgarden
2512,Outshined,203,1,312476,10274629,"68,00",Soundgarden
2513,Rusty Cage,203,1,267728,8779485,"198,00",Soundgarden
2514,Spoonman,203,1,248476,8289906,"88,00",Soundgarden
2515,The Day I Tried To Live,203,1,321175,10507137,"109,00",Soundgarden
2516,Black Hole Sun,203,1,320365,10425229,"105,00",Soundgarden
2517,Fell On Black Days,203,1,282331,9256082,"174,00",Soundgarden
2518,Pretty Noose,203,1,253570,8317931,"179,00",Soundgarden
2519,Burden In My Hand,203,1,292153,9659911,"66,00",Soundgarden
2520,Blow Up The Outside World,203,1,347898,11379527,"81,00",Soundgarden
2521,Ty Cobb,203,1,188786,6233136,"126,00",Soundgarden
2522,Bleed Together,203,1,232202,7597074,"72,00",Soundgarden
2523,Morning Dance,204,2,238759,8101979,"197,00",Spyro Gyra
2524,Jubilee,204,2,275147,9151846,"184,00",Spyro Gyra
2525,Rasul,204,2,238315,7854737,"185,00",Spyro Gyra
2526,Song For Lorraine,204,2,240091,8101723,"194,00",Spyro Gyra
2527,Starburst,204,2,291500,9768399,"126,00",Spyro Gyra
2528,Heliopolis,204,2,338729,11365655,"94,00",Spyro Gyra
2529,It Doesn't Matter,204,2,270027,9034177,"148,00",Spyro Gyra
2530,Little Linda,204,2,264019,8958743,"97,00",Spyro Gyra
2531,End Of Romanticism,204,2,320078,10553155,"56,00",Spyro Gyra
2532,The House Is Rockin',205,6,144352,4706253,"137,00",Stevie Ray Vaughan & Double Trouble
2533,Crossfire,205,6,251219,8238033,"73,00",Stevie Ray Vaughan & Double Trouble
2534,Tightrope,205,6,281155,9254906,"92,00",Stevie Ray Vaughan & Double Trouble
